Client,Warehouse,Product,2024-01-08,2024-01-15,2024-01-22,2024-01-29,2024-02-05,2024-02-12,2024-02-19,2024-02-26,2024-03-04,2024-03-11,2024-03-18,2024-03-25,2024-04-01
0,1,367,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,1,639,2.0,6.0,1.0,9.0,0.0,1.0,2.0,7.0,0.0,1.0,3.0,4.0,2.0
0,1,655,1.0,4.0,2.0,3.0,6.0,1.0,1.0,4.0,7.0,0.0,1.0,3.0,0.0
0,1,1149,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,1,1485,3.0,1.0,1.0,16.0,4.0,6.0,3.0,21.0,0.0,2.0,1.0,8.0,12.0
0,1,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1969,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
0,1,3179,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,3.0,5.0
0,1,3234,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0
0,1,3463,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,1,3515,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,4337,0.0,1.0,1.0,2.0,3.0,2.0,0.0,6.0,3.0,0.0,0.0,3.0,1.0
0,1,4431,1.0,4.0,5.0,9.0,4.0,10.0,1.0,12.0,6.0,6.0,1.0,10.0,9.0
0,1,5317,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,5604,16.0,35.0,13.0,19.0,19.0,27.0,2.0,22.0,16.0,35.0,7.0,11.0,22.0
0,1,5619,7.0,6.0,0.0,4.0,1.0,3.0,1.0,4.0,0.0,8.0,1.0,10.0,3.0
0,1,5657,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
0,1,5871,6.0,4.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,4.0,2.0,3.0,0.0
0,1,6341,0.0,0.0,2.0,2.0,0.0,4.0,0.0,4.0,3.0,2.0,0.0,4.0,1.0
0,1,6898,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0,1,7022,1.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0
0,1,7186,2.0,6.0,3.0,3.0,6.0,9.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0
0,1,7457,0.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0
0,1,7469,0.0,1.0,7.0,3.0,4.0,3.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0
0,1,7661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,7984,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,8011,5.0,19.0,21.0,30.0,7.0,10.0,15.0,32.0,11.0,18.0,8.0,26.0,12.0
0,1,8157,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,8264,1.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,5.0,1.0,1.0,2.0,4.0
0,1,8468,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,8587,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,8869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,10705,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0
0,1,11000,1.0,10.0,14.0,7.0,15.0,5.0,1.0,3.0,20.0,3.0,0.0,3.0,9.0
0,1,11015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,11526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,11552,2.0,11.0,4.0,6.0,4.0,13.0,6.0,3.0,8.0,6.0,5.0,6.0,5.0
0,1,11983,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,12171,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,12298,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,14160,0.0,0.0,1.0,11.0,2.0,6.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0
0,1,14311,1.0,0.0,0.0,3.0,0.0,2.0,0.0,5.0,1.0,2.0,1.0,1.0,2.0
0,3,0,6.0,12.0,36.0,23.0,14.0,15.0,8.0,418.0,22.0,29.0,12.0,46.0,27.0
0,3,400,1224.0,837.0,459.0,468.0,447.0,1132.0,612.0,336.0,559.0,492.0,482.0,869.0,497.0
0,3,439,32.0,78.0,128.0,95.0,137.0,76.0,138.0,103.0,156.0,82.0,68.0,141.0,106.0
0,3,1102,62.0,114.0,191.0,127.0,214.0,155.0,214.0,104.0,165.0,132.0,107.0,209.0,150.0
0,3,1154,1288.0,850.0,562.0,537.0,488.0,526.0,657.0,409.0,13180.0,391.0,715.0,896.0,371.0
0,3,1181,8.0,14.0,8.0,14.0,9.0,6.0,2.0,530.0,16.0,9.0,9.0,23.0,14.0
0,3,1274,0.0,0.0,0.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0
0,3,1536,61.0,135.0,117.0,133.0,147.0,128.0,186.0,164.0,226.0,137.0,212.0,226.0,215.0
0,3,1704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,2119,52.0,157.0,282.0,294.0,207.0,157.0,284.0,149.0,249.0,150.0,111.0,1337.0,185.0
0,3,2391,106.0,70.0,95.0,82.0,26.0,215.0,57.0,89.0,591.0,56.0,74.0,195.0,47.0
0,3,2506,25.0,134.0,116.0,341.0,161.0,109.0,157.0,100.0,168.0,119.0,103.0,223.0,121.0
0,3,2628,33.0,123.0,151.0,151.0,227.0,114.0,243.0,107.0,245.0,117.0,414.0,59.0,40.0
0,3,2838,774.0,390.0,19.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,271.0,0.0,0.0
0,3,2884,795.0,450.0,146.0,176.0,119.0,903.0,216.0,131.0,182.0,146.0,178.0,326.0,117.0
0,3,2949,95.0,202.0,257.0,242.0,289.0,218.0,337.0,184.0,1185.0,160.0,253.0,365.0,314.0
0,3,3401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,3419,40.0,115.0,152.0,132.0,163.0,147.0,212.0,127.0,183.0,134.0,143.0,231.0,169.0
0,3,3520,55.0,98.0,163.0,148.0,141.0,112.0,179.0,112.0,156.0,140.0,143.0,214.0,168.0
0,3,3583,64.0,195.0,290.0,163.0,318.0,154.0,342.0,110.0,336.0,169.0,166.0,326.0,266.0
0,3,3702,832.0,532.0,243.0,229.0,210.0,178.0,289.0,168.0,331.0,160.0,170.0,323.0,200.0
0,3,3751,1109.0,549.0,75.0,96.0,37.0,77.0,91.0,84.0,100.0,88.0,96.0,229.0,46.0
0,3,3778,9.0,11.0,10.0,8.0,8.0,2.0,24.0,13.0,6.0,17.0,6.0,14.0,7.0
0,3,4285,2461.0,1504.0,773.0,711.0,644.0,4682.0,1383.0,446.0,858.0,607.0,635.0,1324.0,637.0
0,3,4520,23.0,24.0,30.0,53.0,18.0,33.0,75.0,593.0,33.0,47.0,34.0,78.0,41.0
0,3,4592,840.0,546.0,291.0,303.0,280.0,992.0,373.0,185.0,365.0,305.0,316.0,535.0,295.0
0,3,5023,24.0,45.0,59.0,68.0,20.0,27.0,43.0,54.0,63.0,57.0,27.0,71.0,41.0
0,3,5274,88.0,261.0,321.0,290.0,303.0,207.0,385.0,256.0,420.0,217.0,286.0,968.0,329.0
0,3,5376,61.0,107.0,893.0,208.0,130.0,145.0,126.0,123.0,185.0,143.0,120.0,198.0,143.0
0,3,5456,1282.0,897.0,3268.0,721.0,634.0,544.0,864.0,456.0,898.0,564.0,570.0,1154.0,729.0
0,3,5493,144.0,264.0,391.0,300.0,253.0,1998.0,479.0,181.0,322.0,232.0,270.0,588.0,343.0
0,3,5512,116.0,222.0,261.0,288.0,316.0,864.0,391.0,225.0,404.0,184.0,244.0,408.0,324.0
0,3,5599,1075.0,520.0,75.0,96.0,37.0,77.0,91.0,84.0,100.0,88.0,96.0,229.0,46.0
0,3,5824,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
0,3,5901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,5933,43.0,86.0,112.0,151.0,95.0,99.0,90.0,576.0,127.0,86.0,109.0,174.0,109.0
0,3,6100,38.0,90.0,101.0,146.0,180.0,79.0,65.0,596.0,105.0,84.0,69.0,141.0,106.0
0,3,6289,3.0,16.0,17.0,42.0,1.0,0.0,1.0,6.0,27.0,23.0,18.0,23.0,4.0
0,3,6436,3666.0,2325.0,1236.0,1069.0,1019.0,6920.0,2093.0,782.0,1273.0,951.0,1034.0,2020.0,1052.0
0,3,6581,20.0,27.0,817.0,142.0,41.0,31.0,51.0,40.0,64.0,50.0,36.0,60.0,47.0
0,3,6614,7.0,14.0,7.0,14.0,9.0,6.0,5.0,530.0,16.0,9.0,9.0,33.0,14.0
0,3,6816,815.0,461.0,115.0,130.0,107.0,720.0,171.0,53.0,129.0,79.0,83.0,178.0,95.0
0,3,6838,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,15.0,1.0,1.0,2.0,0.0
0,3,7256,89.0,177.0,243.0,183.0,264.0,219.0,256.0,168.0,297.0,192.0,186.0,303.0,262.0
0,3,7299,36.0,78.0,122.0,101.0,143.0,128.0,130.0,93.0,166.0,104.0,87.0,174.0,133.0
0,3,7363,52.0,112.0,136.0,123.0,131.0,126.0,166.0,604.0,167.0,95.0,117.0,225.0,170.0
0,3,7918,39.0,112.0,159.0,121.0,180.0,113.0,175.0,114.0,165.0,136.0,136.0,246.0,154.0
0,3,8087,21.0,19.0,58.0,71.0,23.0,31.0,41.0,86.0,59.0,49.0,39.0,274.0,3.0
0,3,8123,1213.0,753.0,403.0,424.0,365.0,1118.0,555.0,357.0,489.0,384.0,404.0,880.0,391.0
0,3,8196,1109.0,549.0,75.0,96.0,37.0,77.0,91.0,84.0,100.0,88.0,98.0,229.0,46.0
0,3,8313,49.0,111.0,160.0,138.0,206.0,111.0,152.0,113.0,189.0,125.0,138.0,213.0,172.0
0,3,8439,128.0,271.0,420.0,362.0,451.0,1554.0,459.0,222.0,408.0,241.0,315.0,527.0,413.0
0,3,8689,52.0,116.0,181.0,153.0,180.0,89.0,155.0,108.0,176.0,164.0,130.0,249.0,149.0
0,3,8754,1048.0,671.0,222.0,234.0,201.0,213.0,317.0,198.0,349.0,217.0,239.0,444.0,240.0
0,3,8851,817.0,485.0,206.0,202.0,158.0,923.0,289.0,142.0,228.0,196.0,224.0,410.0,162.0
0,3,8868,4.0,6.0,9.0,4.0,1.0,0.0,1.0,2.0,2.0,5.0,3.0,8.0,9.0
0,3,8874,93.0,148.0,2696.0,243.0,290.0,208.0,338.0,167.0,461.0,237.0,227.0,454.0,372.0
0,3,9003,845.0,496.0,228.0,286.0,83.0,355.0,226.0,230.0,744.0,231.0,265.0,506.0,170.0
0,3,9025,22.0,49.0,80.0,60.0,80.0,49.0,83.0,63.0,90.0,61.0,55.0,73.0,69.0
0,3,9055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,9771,56.0,113.0,175.0,159.0,196.0,121.0,250.0,138.0,238.0,152.0,119.0,292.0,172.0
0,3,9841,35.0,55.0,108.0,94.0,88.0,62.0,90.0,65.0,93.0,76.0,111.0,120.0,111.0
0,3,10278,0.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0
0,3,10359,1320.0,739.0,353.0,340.0,367.0,355.0,498.0,348.0,535.0,377.0,419.0,753.0,377.0
0,3,10500,49.0,100.0,122.0,144.0,115.0,95.0,93.0,1108.0,125.0,105.0,108.0,166.0,120.0
0,3,11146,215.0,326.0,397.0,366.0,361.0,442.0,447.0,286.0,967.0,296.0,288.0,647.0,358.0
0,3,11374,261.0,532.0,787.0,883.0,596.0,485.0,796.0,606.0,749.0,529.0,491.0,1985.0,584.0
0,3,11418,174.0,305.0,2179.0,505.0,421.0,350.0,538.0,316.0,552.0,294.0,375.0,620.0,516.0
0,3,11496,1533.0,1343.0,1223.0,1001.0,1186.0,1663.0,1426.0,773.0,1414.0,951.0,965.0,1728.0,1097.0
0,3,11611,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
0,3,12086,78.0,135.0,227.0,164.0,215.0,148.0,232.0,124.0,3424.0,102.0,194.0,303.0,137.0
0,3,12167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,12288,18.0,38.0,64.0,1360.0,0.0,0.0,30.0,0.0,0.0,0.0,8.0,0.0,0.0
0,3,12346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,3.0,0.0,0.0,0.0,0.0
0,3,12891,22.0,74.0,91.0,74.0,118.0,77.0,142.0,72.0,118.0,74.0,59.0,116.0,115.0
0,3,13799,29.0,32.0,54.0,42.0,40.0,26.0,37.0,545.0,53.0,48.0,29.0,69.0,94.0
0,3,13830,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,13842,65.0,109.0,167.0,141.0,232.0,143.0,222.0,134.0,251.0,144.0,156.0,435.0,211.0
0,3,13867,45.0,64.0,857.0,193.0,82.0,114.0,98.0,79.0,119.0,91.0,77.0,152.0,100.0
0,3,13996,15.0,37.0,58.0,68.0,22.0,13.0,62.0,43.0,34.0,24.0,10.0,77.0,51.0
0,3,14320,25.0,25.0,17.0,45.0,39.0,10.0,10.0,28.0,35.0,23.0,17.0,31.0,18.0
